row_id,wine_id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,text
47643,wine_47643,US,"Despite its time in bottle, this wine has years to go before it sleeps. It still needs further integration of its substantial body of tannin and tobacco within the layers of sanguine game, pencil lead and plum. In addition, it would benefit from being enjoyed with food, preferably medium-rare steak. Drink now through 2021.",Tradition,92,90.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Tobacco Road 2006 Tradition Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Tobacco Road,"Wine for preference modeling. Title: Tobacco Road 2006 Tradition Cabernet Sauvignon (Napa Valley). Variety: Cabernet Sauvignon. Country: US. Province: California. Points: 92. Price: 90.0. Description: Despite its time in bottle, this wine has years to go before it sleeps. It still needs further integration of its substantial body of tannin and tobacco within the layers of sanguine game, pencil lead and plum. In addition, it would benefit from being enjoyed with food, preferably medium-rare steak. Drink now through 2021."
19064,wine_19064,US,"Baby Bear is a collaboration between Eric Dunham and the actor Kyle MacLachlan, styled as a lighter version of their Pursued by Bear Syrah. This is a most enjoyable wine, with a big yum factor from the generous barrel scents and flavors. Toasty, smoky, a bit astringent, but beautifully streamlined, it displays a full array of black fruits, adorned with lots of dusty, toasty barrel highlights.",,91,48.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine,Baby Bear 2009 Syrah (Columbia Valley (WA)),Syrah,Baby Bear,"Wine for preference modeling. Title: Baby Bear 2009 Syrah (Columbia Valley (WA)). Variety: Syrah. Country: US. Province: Washington. Points: 91. Price: 48.0. Description: Baby Bear is a collaboration between Eric Dunham and the actor Kyle MacLachlan, styled as a lighter version of their Pursued by Bear Syrah. This is a most enjoyable wine, with a big yum factor from the generous barrel scents and flavors. Toasty, smoky, a bit astringent, but beautifully streamlined, it displays a full array of black fruits, adorned with lots of dusty, toasty barrel highlights."
80832,wine_80832,Italy,"Made with 100% Chardonnay, this creamy sparkler opens with aromas of hawthorn, peach and a whiff of bread crust. The palate reveals candied nectarine zest and golden apple alongside a soft perlage. It ends on a note of white almond.",Saten,89,35.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Lantieri de Paratico NV Saten Chardonnay (Franciacorta),Chardonnay,Lantieri de Paratico,"Wine for preference modeling. Title: Lantieri de Paratico NV Saten Chardonnay (Franciacorta). Variety: Chardonnay. Country: Italy. Province: Lombardy. Points: 89. Price: 35.0. Description: Made with 100% Chardonnay, this creamy sparkler opens with aromas of hawthorn, peach and a whiff of bread crust. The palate reveals candied nectarine zest and golden apple alongside a soft perlage. It ends on a note of white almond."
95715,wine_95715,Canada,"With over 80 apples used to produce each bottle, there's no question as to what the dominating fruit character is here. Aromas of apple skins, clove and ginger on the nose transition to flavors of candied apple, white grape and honeyed apricot in the sticky, viscous mouth. Long and lingering on the finish; a dessert wine sure to please those with a sweet tooth.",Ice Apple Wine,89,33.0,Canada Other,Canada,,Lauren Buzzeo,@laurbuzz,Domaine Pinnacle NV Ice Apple Wine Apple (Canada),Apple,Domaine Pinnacle,"Wine for preference modeling. Title: Domaine Pinnacle NV Ice Apple Wine Apple (Canada). Variety: Apple. Country: Canada. Province: Canada Other. Points: 89. Price: 33.0. Description: With over 80 apples used to produce each bottle, there's no question as to what the dominating fruit character is here. Aromas of apple skins, clove and ginger on the nose transition to flavors of candied apple, white grape and honeyed apricot in the sticky, viscous mouth. Long and lingering on the finish; a dessert wine sure to please those with a sweet tooth."
11150,wine_11150,,"A blend of 85% Melnik, 10% Grenache Noir and 5% Petit Verdot, this wine has aromas of saddle leather, cassis and dark chocolate. In the mouth there are flavors of cherry, chocolate and dried blueberry. It has good balance with a soft tannic finish.",,89,20.0,,,,Jeff Jenssen,@worldwineguys,Orbelus 2013 Melnik,Melnik,Orbelus,"Wine for preference modeling. Title: Orbelus 2013 Melnik. Variety: Melnik. Country: . Province: . Points: 89. Price: 20.0. Description: A blend of 85% Melnik, 10% Grenache Noir and 5% Petit Verdot, this wine has aromas of saddle leather, cassis and dark chocolate. In the mouth there are flavors of cherry, chocolate and dried blueberry. It has good balance with a soft tannic finish."
64404,wine_64404,Spain,"Baked and rubbery up front, with asphalt, roasted peanut and black fruit aromas. In the mouth, it's solid and stately, with black plum and raspberry flavors, good balance and a taught, muscular structure. It tastes bright and mildly complex. Drink now through 2014.",Dido,89,30.0,Catalonia,Montsant,,Michael Schachner,@wineschach,La Universal 2008 Dido Red (Montsant),Red Blend,La Universal,"Wine for preference modeling. Title: La Universal 2008 Dido Red (Montsant). Variety: Red Blend. Country: Spain. Province: Catalonia. Points: 89. Price: 30.0. Description: Baked and rubbery up front, with asphalt, roasted peanut and black fruit aromas. In the mouth, it's solid and stately, with black plum and raspberry flavors, good balance and a taught, muscular structure. It tastes bright and mildly complex. Drink now through 2014."
101359,wine_101359,Portugal,"A ripe, well-integrated wine, this is both structured and full of fruit. It is rich with perfumed tannins and with black fruits. Drink from 2018.",Boa Vista,88,36.0,Douro,,,Roger Voss,@vossroger,Lima Smith 2013 Boa Vista Touriga Nacional (Douro),Touriga Nacional,Lima Smith,"Wine for preference modeling. Title: Lima Smith 2013 Boa Vista Touriga Nacional (Douro). Variety: Touriga Nacional. Country: Portugal. Province: Douro. Points: 88. Price: 36.0. Description: A ripe, well-integrated wine, this is both structured and full of fruit. It is rich with perfumed tannins and with black fruits. Drink from 2018."
55796,wine_55796,US,"There are two Ovum Memorista Rieslings; this one sports the label with the whale drawing. It's a block selection, and combines distinct flavors of apple candy and sour lemon. Not yet entirely knitted together, it's an interesting though puzzling wine, which shows some early signs of oxidation.",Memorista Whale,89,25.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine,Ovum 2015 Memorista Whale Riesling (Eola-Amity Hills),Riesling,Ovum,"Wine for preference modeling. Title: Ovum 2015 Memorista Whale Riesling (Eola-Amity Hills). Variety: Riesling. Country: US. Province: Oregon. Points: 89. Price: 25.0. Description: There are two Ovum Memorista Rieslings; this one sports the label with the whale drawing. It's a block selection, and combines distinct flavors of apple candy and sour lemon. Not yet entirely knitted together, it's an interesting though puzzling wine, which shows some early signs of oxidation."
54106,wine_54106,US,"This exotic white blend from Iowa offers aromas of orange and citrus with a minerally zip, and on the palate, is a bit on the sweet and curvy side. Not terribly inspired but still pretty, it will pair well with Asian cuisine.",Black Road,83,13.0,Iowa,Iowa,,Susan Kostrzewa,@suskostrzewa,Jasper NV Black Road White (Iowa),White Blend,Jasper,"Wine for preference modeling. Title: Jasper NV Black Road White (Iowa). Variety: White Blend. Country: US. Province: Iowa. Points: 83. Price: 13.0. Description: This exotic white blend from Iowa offers aromas of orange and citrus with a minerally zip, and on the palate, is a bit on the sweet and curvy side. Not terribly inspired but still pretty, it will pair well with Asian cuisine."
42655,wine_42655,US,"An array of damp, dank herbs shows on the nose of this bottling from the Fairbairn Vineyard, with aromas of oregano, thyme, chaparral and moist earth. The palate is relatively light in body, showing flavors of oregano-crusted pork roast and a woody character.",The Conspirator's Reserve,87,49.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Cloak & Dagger 2012 The Conspirator's Reserve Syrah (Paso Robles),Syrah,Cloak & Dagger,"Wine for preference modeling. Title: Cloak & Dagger 2012 The Conspirator's Reserve Syrah (Paso Robles). Variety: Syrah. Country: US. Province: California. Points: 87. Price: 49.0. Description: An array of damp, dank herbs shows on the nose of this bottling from the Fairbairn Vineyard, with aromas of oregano, thyme, chaparral and moist earth. The palate is relatively light in body, showing flavors of oregano-crusted pork roast and a woody character."
98298,wine_98298,US,"This unusual varietal wine has steely, mineral aromas and lively flavors like apricot and white peach, along with a relatively light body and lively acidity.",,88,18.0,California,North Coast,,Jim Gordon,@gordone_cellars,Rock Wall 2015 Fiano,Fiano,Rock Wall,"Wine for preference modeling. Title: Rock Wall 2015 Fiano. Variety: Fiano. Country: US. Province: California. Points: 88. Price: 18.0. Description: This unusual varietal wine has steely, mineral aromas and lively flavors like apricot and white peach, along with a relatively light body and lively acidity."
52078,wine_52078,US,"Charred oak, green herbs and vanilla spice notes mix oddly. The palate is soft and plush, with notes of sweet mocha and chocolate, but also a bit tired and chalky with faint tannins in the background.",In a Heart Beat,82,18.0,North Carolina,Yadkin Valley,,Anna Lee C. Iijima,,Divine Llama 2007 In a Heart Beat Red (Yadkin Valley),Red Blend,Divine Llama,"Wine for preference modeling. Title: Divine Llama 2007 In a Heart Beat Red (Yadkin Valley). Variety: Red Blend. Country: US. Province: North Carolina. Points: 82. Price: 18.0. Description: Charred oak, green herbs and vanilla spice notes mix oddly. The palate is soft and plush, with notes of sweet mocha and chocolate, but also a bit tired and chalky with faint tannins in the background."
45457,wine_45457,France,"This neighbor of Château Cos d'Estournel has produced a firm dry wine in 2014. Dark tannins and spice hint at the finely judged structure. The wine is foursquare and solid, likely to develop well over the medium term. Drink from 2022.",,93,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Cos Labory 2014  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos Labory,"Wine for preference modeling. Title: Château Cos Labory 2014 Saint-Estèphe. Variety: Bordeaux-style Red Blend. Country: France. Province: Bordeaux. Points: 93. Price: . Description: This neighbor of Château Cos d'Estournel has produced a firm dry wine in 2014. Dark tannins and spice hint at the finely judged structure. The wine is foursquare and solid, likely to develop well over the medium term. Drink from 2022."
105630,wine_105630,Lebanon,"Light straw to the eye, this blend of 40% Muscat, 30% Viognier, 15% Sémillon and 15% Sauvignon Blanc smells of grapefruit, lemon pith and grass after a rain shower. Grapefruit, bitter almond, honeysuckle and passion fruit flavors persist through the lingering almond notes of the zesty finish.",Altitudes,89,25.0,Lebanon,,,Mike DeSimone,@worldwineguys,Ixsir 2013 Altitudes White (Lebanon),White Blend,Ixsir,"Wine for preference modeling. Title: Ixsir 2013 Altitudes White (Lebanon). Variety: White Blend. Country: Lebanon. Province: Lebanon. Points: 89. Price: 25.0. Description: Light straw to the eye, this blend of 40% Muscat, 30% Viognier, 15% Sémillon and 15% Sauvignon Blanc smells of grapefruit, lemon pith and grass after a rain shower. Grapefruit, bitter almond, honeysuckle and passion fruit flavors persist through the lingering almond notes of the zesty finish."
118452,wine_118452,US,"Elegant aromas suggest tar, prune, cherry preserves and mint. It's soft on the mouth with unfolding tannins, featuring flavors of Italian herbs and cedar. It's a very austere and extremely dry wine, with very little overt fruit.",Test Pilot Sabre Jet F-86,89,39.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cooper-Garrod 2007 Test Pilot Sabre Jet F-86 Red (Santa Cruz Mountains),Bordeaux-style Red Blend,Cooper-Garrod,"Wine for preference modeling. Title: Cooper-Garrod 2007 Test Pilot Sabre Jet F-86 Red (Santa Cruz Mountains). Variety: Bordeaux-style Red Blend. Country: US. Province: California. Points: 89. Price: 39.0. Description: Elegant aromas suggest tar, prune, cherry preserves and mint. It's soft on the mouth with unfolding tannins, featuring flavors of Italian herbs and cedar. It's a very austere and extremely dry wine, with very little overt fruit."
97446,wine_97446,Italy,"Sangue d'Oro is a hearty, extracted Passito dessert wine made with fragrant Zibibbo grapes. The wine is thick and dense and beautifully redolent of chestnut honey, candied fruit and almond paste.",Sangue d'Oro 500ml,91,58.0,Sicily & Sardinia,Passito di Pantelleria,,,,Sererraglio Carole Bouquet 2006 Sangue d'Oro 500ml  (Passito di Pantelleria),Zibibbo,Sererraglio Carole Bouquet,"Wine for preference modeling. Title: Sererraglio Carole Bouquet 2006 Sangue d'Oro 500ml (Passito di Pantelleria). Variety: Zibibbo. Country: Italy. Province: Sicily & Sardinia. Points: 91. Price: 58.0. Description: Sangue d'Oro is a hearty, extracted Passito dessert wine made with fragrant Zibibbo grapes. The wine is thick and dense and beautifully redolent of chestnut honey, candied fruit and almond paste."
121620,wine_121620,US,"The nose on this Norton is an admixture of underbrush and dark chocolate notes, coupled with blackberry, rose and vanilla accents. Medium to full in body, it has fine, dusty tannins and balanced acids. The finish comes with a hint of tobacco and a minerally tang.",Estates,85,31.0,Missouri,Missouri,,,,Mount Pleasant Winery 2009 Estates Norton (Missouri),Norton,Mount Pleasant Winery,"Wine for preference modeling. Title: Mount Pleasant Winery 2009 Estates Norton (Missouri). Variety: Norton. Country: US. Province: Missouri. Points: 85. Price: 31.0. Description: The nose on this Norton is an admixture of underbrush and dark chocolate notes, coupled with blackberry, rose and vanilla accents. Medium to full in body, it has fine, dusty tannins and balanced acids. The finish comes with a hint of tobacco and a minerally tang."
57268,wine_57268,Bulgaria,"A curious bouquet of lemongrass, pine needles and green florals, this Bulgarian Traminer boasts pretty floral scents and flavors accented with notes of apple and lemon. The dry, medium-bodied palate is a bit dusty, however, with an abrasive acidity on the finish.",,83,10.0,Bulgaria,,,Anna Lee C. Iijima,,Targovishte 2009 Traminer (Bulgaria),Traminer,Targovishte,"Wine for preference modeling. Title: Targovishte 2009 Traminer (Bulgaria). Variety: Traminer. Country: Bulgaria. Province: Bulgaria. Points: 83. Price: 10.0. Description: A curious bouquet of lemongrass, pine needles and green florals, this Bulgarian Traminer boasts pretty floral scents and flavors accented with notes of apple and lemon. The dry, medium-bodied palate is a bit dusty, however, with an abrasive acidity on the finish."
30973,wine_30973,US,"Yes, it's from Da Coach, of Bears legend, and the wine lives up to its gluteus moniker. There's nothing subtle about this blend of Zin, Syrah, Petite Sirah and Viognier. It's big in brambly berry and citrus flavors, tannic, high in alcohol, rich in tannins, and made for tailgate barbecue.",Kick Ass Red,87,50.0,California,Mendocino,,,,Mike Ditka 2005 Kick Ass Red Red (Mendocino),Red Blend,Mike Ditka,"Wine for preference modeling. Title: Mike Ditka 2005 Kick Ass Red Red (Mendocino). Variety: Red Blend. Country: US. Province: California. Points: 87. Price: 50.0. Description: Yes, it's from Da Coach, of Bears legend, and the wine lives up to its gluteus moniker. There's nothing subtle about this blend of Zin, Syrah, Petite Sirah and Viognier. It's big in brambly berry and citrus flavors, tannic, high in alcohol, rich in tannins, and made for tailgate barbecue."
105847,wine_105847,Italy,"Incrocio Manzoni 6.0.13 is a grape variety created by Italian professor Luigi Manzoni in the 1930s and represents a cross between Pinot Bianco and Riesling. This expression shows light, fragrant touches of white flower and stone fruit with medium density on the finish.",Manzoni Bianco,87,,Northeastern Italy,Colli Trevigiani,,,,Vettori 2009 Manzoni Bianco Manzoni (Colli Trevigiani),Manzoni,Vettori,"Wine for preference modeling. Title: Vettori 2009 Manzoni Bianco Manzoni (Colli Trevigiani). Variety: Manzoni. Country: Italy. Province: Northeastern Italy. Points: 87. Price: . Description: Incrocio Manzoni 6.0.13 is a grape variety created by Italian professor Luigi Manzoni in the 1930s and represents a cross between Pinot Bianco and Riesling. This expression shows light, fragrant touches of white flower and stone fruit with medium density on the finish."
67176,wine_67176,Germany,"Perfumed notes of tart morello cherry and cassis permeate throughout this lively rousing Spätburgunder. It's buoyant and primary in red fruit, yet tinged by complex intertwining layers of fine, bitter tannin, smoke and savory nuts. It's a powerful wine that calls for cellaring, but should drink beautifully from 2020 until 2025.",Kirchgasse Lahrer GG Trocken,92,62.0,Baden,,,Anna Lee C. Iijima,,Wöhrle 2013 Kirchgasse Lahrer GG Trocken Spätburgunder (Baden),Spätburgunder,Wöhrle,"Wine for preference modeling. Title: Wöhrle 2013 Kirchgasse Lahrer GG Trocken Spätburgunder (Baden). Variety: Spätburgunder. Country: Germany. Province: Baden. Points: 92. Price: 62.0. Description: Perfumed notes of tart morello cherry and cassis permeate throughout this lively rousing Spätburgunder. It's buoyant and primary in red fruit, yet tinged by complex intertwining layers of fine, bitter tannin, smoke and savory nuts. It's a powerful wine that calls for cellaring, but should drink beautifully from 2020 until 2025."
102959,wine_102959,Australia,"A solid value, the 2013 Pillar Box offers oodles of blackberry and plum fruit, framed by vanilla and accented by mocha. It's creamy-velvety in texture, with a rich long finish. Drink now through 2025.",Pillar Box,91,22.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons 2013 Pillar Box Shiraz (Padthaway),Shiraz,Henry's Drive Vignerons,"Wine for preference modeling. Title: Henry's Drive Vignerons 2013 Pillar Box Shiraz (Padthaway). Variety: Shiraz. Country: Australia. Province: South Australia. Points: 91. Price: 22.0. Description: A solid value, the 2013 Pillar Box offers oodles of blackberry and plum fruit, framed by vanilla and accented by mocha. It's creamy-velvety in texture, with a rich long finish. Drink now through 2025."
44826,wine_44826,Australia,"You might not know it from the name, but this is a bit of a critter wine, as Bulldozer is a nickname for the hairy-nosed wombat. In any event, it's a step up from much of the competition, offering sturdy cassis flavors tinged with pepper and herbs and a clean, mouthwatering finish. Imported by MHW, Ltd.",Nelwood Station Bulldozer,86,12.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Nelwood Wines 2004 Nelwood Station Bulldozer Red (South Australia),Red Blend,Nelwood Wines,"Wine for preference modeling. Title: Nelwood Wines 2004 Nelwood Station Bulldozer Red (South Australia). Variety: Red Blend. Country: Australia. Province: South Australia. Points: 86. Price: 12.0. Description: You might not know it from the name, but this is a bit of a critter wine, as Bulldozer is a nickname for the hairy-nosed wombat. In any event, it's a step up from much of the competition, offering sturdy cassis flavors tinged with pepper and herbs and a clean, mouthwatering finish. Imported by MHW, Ltd."
96415,wine_96415,US,"This nonvintage blend seems to be showing some age with its pale salmon color displaying some bricking. It brings notes of strawberry, cherry and herbs. It's a solid easy drinker that drinks best at room temperature.",Oink!,85,15.0,America,,,Sean P. Sullivan,@wawinereport,BBQ Wine Company 2013 Oink! White (America),White Blend,BBQ Wine Company,"Wine for preference modeling. Title: BBQ Wine Company 2013 Oink! White (America). Variety: White Blend. Country: US. Province: America. Points: 85. Price: 15.0. Description: This nonvintage blend seems to be showing some age with its pale salmon color displaying some bricking. It brings notes of strawberry, cherry and herbs. It's a solid easy drinker that drinks best at room temperature."
48295,wine_48295,US,"This opens with lots of spice, tart and light red fruits and some strongly herbal tannins. There is a big wash of sweet baking spice, source unknown, that offsets the stemmy and herbal quality of the fruit.",Blue Franc,85,13.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine,Shooting Star 2007 Blue Franc Blaufränkisch (Washington),Blaufränkisch,Shooting Star,"Wine for preference modeling. Title: Shooting Star 2007 Blue Franc Blaufränkisch (Washington). Variety: Blaufränkisch. Country: US. Province: Washington. Points: 85. Price: 13.0. Description: This opens with lots of spice, tart and light red fruits and some strongly herbal tannins. There is a big wash of sweet baking spice, source unknown, that offsets the stemmy and herbal quality of the fruit."
109564,wine_109564,US,"A bit rustic in style, it's got black currant, raisin and tobacco flavors and lots of peppery spiciness, and the finish is thoroughly dry. But there's a brusqueness to the tannins that makes it feel rough and edgy in the mouth.",Hillside Estate,85,36.0,California,Dry Creek Valley,Sonoma,,,Collier Falls 2011 Hillside Estate Primitivo (Dry Creek Valley),Primitivo,Collier Falls,"Wine for preference modeling. Title: Collier Falls 2011 Hillside Estate Primitivo (Dry Creek Valley). Variety: Primitivo. Country: US. Province: California. Points: 85. Price: 36.0. Description: A bit rustic in style, it's got black currant, raisin and tobacco flavors and lots of peppery spiciness, and the finish is thoroughly dry. But there's a brusqueness to the tannins that makes it feel rough and edgy in the mouth."
91327,wine_91327,US,"This wine has a lovely bouquet of blackberry, violet, lavender and church incense. They all translate onto the austere palate, with velvet tannins. The finish is long, herbal and woody.",,88,31.0,Virginia,Virginia,,Carrie Dykes,,James Charles 2015 Petite Verdot (Virginia),Petite Verdot,James Charles,"Wine for preference modeling. Title: James Charles 2015 Petite Verdot (Virginia). Variety: Petite Verdot. Country: US. Province: Virginia. Points: 88. Price: 31.0. Description: This wine has a lovely bouquet of blackberry, violet, lavender and church incense. They all translate onto the austere palate, with velvet tannins. The finish is long, herbal and woody."
23135,wine_23135,France,"This wine is smooth, floral and lightly honeyed. With tangy acidity that balances its creamy texture, it's also full, rich and stylish. Produced from the Vermentino grape (Vermentinu in the local dialect), it's generous and ready to drink.",,89,22.0,France Other,Patrimonio,,Roger Voss,@vossroger,Clos Alivu 2016 Vermentino (Patrimonio),Vermentino,Clos Alivu,"Wine for preference modeling. Title: Clos Alivu 2016 Vermentino (Patrimonio). Variety: Vermentino. Country: France. Province: France Other. Points: 89. Price: 22.0. Description: This wine is smooth, floral and lightly honeyed. With tangy acidity that balances its creamy texture, it's also full, rich and stylish. Produced from the Vermentino grape (Vermentinu in the local dialect), it's generous and ready to drink."
87298,wine_87298,US,"Archery Summit's top cuvée is young and brash, a jangle of brambly berries, threads of incense and chocolate, assertive acids and not quite integrated tannins. It will require some patience, either in the cellar, or in the decanter (hours!) but has an underlying plush texture and an exotic mix of spices that elevate the pretty fruit to the next level.",Archery Summit Estate,93,150.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine,Archery Summit 2008 Archery Summit Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,"Wine for preference modeling. Title: Archery Summit 2008 Archery Summit Estate Pinot Noir (Dundee Hills). Variety: Pinot Noir. Country: US. Province: Oregon. Points: 93. Price: 150.0. Description: Archery Summit's top cuvée is young and brash, a jangle of brambly berries, threads of incense and chocolate, assertive acids and not quite integrated tannins. It will require some patience, either in the cellar, or in the decanter (hours!) but has an underlying plush texture and an exotic mix of spices that elevate the pretty fruit to the next level."
3437,wine_3437,US,"Hibiscus and strawberry scents make an appealing invitation on the nose of this bottling, and then light cola and pepper spice up the ante. This would be a great red for warmer weather, served with a slight chill that would still allow the flavors of sandalwood, red cherry and marjoram to emerge.",,88,22.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,MooBuzz 2015 G-S-M (Central Coast),G-S-M,MooBuzz,"Wine for preference modeling. Title: MooBuzz 2015 G-S-M (Central Coast). Variety: G-S-M. Country: US. Province: California. Points: 88. Price: 22.0. Description: Hibiscus and strawberry scents make an appealing invitation on the nose of this bottling, and then light cola and pepper spice up the ante. This would be a great red for warmer weather, served with a slight chill that would still allow the flavors of sandalwood, red cherry and marjoram to emerge."
30951,wine_30951,Argentina,"Opens with tire rubber, char and minty, smoky black fruit. Feels mostly fresh and bold, with blackberry, blueberry and coffee flavors. Just dense, sweet and spicy enough, with espresso bitterness to the finish. Composed and competent value red wine.",Trumpeter,87,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2010 Trumpeter Malbec-Syrah (Mendoza),Malbec-Syrah,Rutini,"Wine for preference modeling. Title: Rutini 2010 Trumpeter Malbec-Syrah (Mendoza). Variety: Malbec-Syrah. Country: Argentina. Province: Mendoza Province. Points: 87. Price: 11.0. Description: Opens with tire rubber, char and minty, smoky black fruit. Feels mostly fresh and bold, with blackberry, blueberry and coffee flavors. Just dense, sweet and spicy enough, with espresso bitterness to the finish. Composed and competent value red wine."
15254,wine_15254,France,"With seven years on lees before disgorgement, this wine already shows some maturity. It is rich while also having the intense acidity of the vintage. Turning to gold in color, it is balanced and dry as with all the Paillard wines, although with age that character becomes less obvious. Drink now for the fruit or until 2024.",Assemblage Extra Brut,93,88.0,Champagne,Champagne,,Roger Voss,@vossroger,Bruno Paillard 2008 Assemblage Extra Brut  (Champagne),Champagne Blend,Bruno Paillard,"Wine for preference modeling. Title: Bruno Paillard 2008 Assemblage Extra Brut (Champagne). Variety: Champagne Blend. Country: France. Province: Champagne. Points: 93. Price: 88.0. Description: With seven years on lees before disgorgement, this wine already shows some maturity. It is rich while also having the intense acidity of the vintage. Turning to gold in color, it is balanced and dry as with all the Paillard wines, although with age that character becomes less obvious. Drink now for the fruit or until 2024."
22750,wine_22750,Italy,"Paola Gloder's estate can do better than this, especially in a vintage like 1997. The wine is already showing signs of aging and it has a lightweight character. The fruit is pleasant enough, with soft tannins and ripeness, but it should be more exciting. Tasted twice.",,84,60.0,Tuscany,Brunello di Montalcino,,Roger Voss,@vossroger,Poggio Antico 1997  Brunello di Montalcino,Sangiovese,Poggio Antico,"Wine for preference modeling. Title: Poggio Antico 1997 Brunello di Montalcino. Variety: Sangiovese. Country: Italy. Province: Tuscany. Points: 84. Price: 60.0. Description: Paola Gloder's estate can do better than this, especially in a vintage like 1997. The wine is already showing signs of aging and it has a lightweight character. The fruit is pleasant enough, with soft tannins and ripeness, but it should be more exciting. Tasted twice."
